"artist_name","genre","avg","avg-2","avg-3","avg-4"
"K-Motionz","pop house",0.937,0.503,0.494,-5.047
"K-Motionz",NULL,0.937,0.503,0.494,-5.047
"K. Sparks","swamp pop",0.527,0.631,0.309,-10.715
"K. Sparks",NULL,0.527,0.631,0.309,-10.715
"k.d. lang","k-pop",0.77,0.6,0.321,-5.559
"k.d. lang",NULL,0.77,0.6,0.321,-5.559
"Ka-Li","j-poprock",0.523,0.619,0.323,-8.935
"Ka-Li",NULL,0.523,0.619,0.323,-8.935
"Kabah","latin pop",0.929,0.69,0.836,-6.014
"Kabah",NULL,0.929,0.69,0.836,-6.014
"Kacem Kafi","gabonese pop",0.475,0.424,0.447,-9.383
"Kacem Kafi",NULL,0.475,0.424,0.447,-9.383
"Kader Japonais","pop electronico",0.913,0.751,0.367,-3.468
"Kader Japonais",NULL,0.913,0.751,0.367,-3.468
"Kai Schumacher","uk pop punk",0.26433333333333336,0.3473333333333333,0.1013,-21.400333333333332
"Kai Schumacher",NULL,0.26433333333333336,0.3473333333333333,0.1013,-21.400333333333332
"Kaitlyn Aurelia Smith","classic hungarian pop",0.0696,0.49,0.0403,-21.54
"Kaitlyn Aurelia Smith",NULL,0.0696,0.49,0.0403,-21.54
"Kaktus Einarsson","tunisian pop",0.591,0.761,0.763,-8.504
"Kaktus Einarsson",NULL,0.591,0.761,0.763,-8.504
"Kala Ramnath","underground power pop",0.116,0.355,0.144,-19.306
"Kala Ramnath",NULL,0.116,0.355,0.144,-19.306
"Kalan Porter","k-pop",0.484,0.494,0.184,-6.544
"Kalan Porter",NULL,0.484,0.494,0.184,-6.544
"Kalazh44","new wave pop",0.534,0.683,0.479,-7.743
"Kalazh44",NULL,0.534,0.683,0.479,-7.743
"Kali Uchis","bedroom pop",0.757,0.794,0.615,-6.644
"Kali Uchis","colombian pop",0.524,0.653,0.553,-9.016
"Kali Uchis",NULL,0.6405000000000001,0.7235,0.5840000000000001,-7.83
"Kalif","pacific islands pop",0.782,0.71,0.417,-4.671
"Kalif",NULL,0.782,0.71,0.417,-4.671
"Kaliffa","socal pop punk",0.7075,0.6325,0.754,-5.5975
"Kaliffa",NULL,0.7075,0.6325,0.754,-5.5975
"Kalin White","pop edm",0.601,0.548,0.32,-6.426
"Kalin White",NULL,0.601,0.548,0.32,-6.426
"Kalle Lindroth","finnish pop",0.472,0.393,0.4,-8.3
"Kalle Lindroth",NULL,0.472,0.393,0.4,-8.3
"Kamaiyah","pop lgbtq+ brasileira",0.448,0.923,0.356,-10.533
"Kamaiyah","pop nacional",0.668,0.634,0.435,-7.369
"Kamaiyah",NULL,0.558,0.7785,0.39549999999999996,-8.951
"Kamasi Washington","classic peruvian pop",0.772,0.441,0.351,-8.119
"Kamasi Washington",NULL,0.772,0.441,0.351,-8.119
"Kamel Messaoudi","pop electronico",0.643,0.533,0.806,-8.065
"Kamel Messaoudi",NULL,0.643,0.533,0.806,-8.065
"Kammerorchester Basel","israeli pop",0.1855,0.3705,0.292,-18.872
"Kammerorchester Basel",NULL,0.1855,0.3705,0.292,-18.872
"Kammersymphonie Leipzig","country pop",0.0274,0.384,0.196,-26.64
"Kammersymphonie Leipzig",NULL,0.0274,0.384,0.196,-26.64
"Kandi","hip pop",0.622,0.859,0.433,-8.196
"Kandi",NULL,0.622,0.859,0.433,-8.196
"Kankick","malaysian pop",0.578,0.853,0.488,-8.459
"Kankick",NULL,0.578,0.853,0.488,-8.459
"Kanye West","dance pop",0.877,0.588,0.645,-4.78
"Kanye West","vapor pop",0.841,0.74,0.673,-2.891
"Kanye West",NULL,0.859,0.6639999999999999,0.659,-3.8355
"Kapera","german pop",0.912,0.598,0.142,-5.224
"Kapera",NULL,0.912,0.598,0.142,-5.224
"Kaptan","desi pop",0.672,0.682,0.723,-8.329
"Kaptan",NULL,0.672,0.682,0.723,-8.329
"Kapten Röd","assamese pop",0.8194999999999999,0.628,0.6665,-6.5455
"Kapten Röd","socal pop punk",0.766,0.7765,0.8015,-6.388
"Kapten Röd",NULL,0.7927499999999998,0.70225,0.734,-6.46675
"Kareem Lotfy","classic hungarian pop",0.297,0.226,0.038,-15.18
"Kareem Lotfy",NULL,0.297,0.226,0.038,-15.18
"Karel Goeyvaerts","uk pop punk",0.0133,0.522,0.122,-22.865
"Karel Goeyvaerts",NULL,0.0133,0.522,0.122,-22.865
"Karen Harding","pop dance",0.667,0.701,0.675,-6.177
"Karen Harding",NULL,0.667,0.701,0.675,-6.177
"Karen Lovely","malayalam pop",0.465,0.761,0.652,-7.967
"Karen Lovely",NULL,0.465,0.761,0.652,-7.967
"Karim Alger","socal pop punk",0.703,0.752,0.135,-7.245
"Karim Alger",NULL,0.703,0.752,0.135,-7.245
"Karim Ziad","musica popular amazonense",0.5920000000000001,0.5045,0.841,-10.2935
"Karim Ziad",NULL,0.5920000000000001,0.5045,0.841,-10.2935
"Karin Borg","swedish trap pop",0.0241,0.47,0.257,-26.205
"Karin Borg",NULL,0.0241,0.47,0.257,-26.205
"Karina Buhr","albanian pop",0.76,0.823,0.957,-7.589
"Karina Buhr",NULL,0.76,0.823,0.957,-7.589
"Karina Kappel","pop flamenco",0.719,0.612,0.893,-6.451
"Karina Kappel",NULL,0.719,0.612,0.893,-6.451
"Karina Vismara","amharic pop",0.32,0.501,0.322,-9.852
"Karina Vismara",NULL,0.32,0.501,0.322,-9.852
"Karl Böhm","himachali pop",0.192,0.271,0.162,-12.869
"Karl Böhm",NULL,0.192,0.271,0.162,-12.869
"Karl Wolf","k-pop",0.797,0.829,0.919,-1.377
"Karl Wolf",NULL,0.797,0.829,0.919,-1.377
"Karol G","funk pop",0.8,0.624,0.863,-4.614
"Karol G",NULL,0.8,0.624,0.863,-4.614
"Karoly Mocsari","dutch idol pop",0.184,0.192,0.0342,-21.482
"Karoly Mocsari",NULL,0.184,0.192,0.0342,-21.482
"Karpe","dutch rap pop",0.516,0.652,0.235,-6.133
"Karpe",NULL,0.516,0.652,0.235,-6.133
"Karsten Glück","experimental pop",0.344,0.61,0.416,-12.197
"Karsten Glück",NULL,0.344,0.61,0.416,-12.197
"Kartell","turkish pop",0.784,0.755,0.767,-7.666
"Kartell",NULL,0.784,0.755,0.767,-7.666
"Karthik","spanish pop",0.688,0.662,0.365,-9.019
"Karthik",NULL,0.688,0.662,0.365,-9.019
"Kasai","j-poprock",0.664,0.724,0.699,-3.913
"Kasai",NULL,0.664,0.724,0.699,-3.913
"Kasey Chambers","korean dream pop",0.474,0.63,0.224,-7.21
"Kasey Chambers",NULL,0.474,0.63,0.224,-7.21
"Kasia Kadłubowska","classic konkani pop",0.258,0.132,0.0404,-17.692
"Kasia Kadłubowska",NULL,0.258,0.132,0.0404,-17.692
"Kasia Malenda","belarusian pop",0.822,0.882,0.938,-1.959
"Kasia Malenda",NULL,0.822,0.882,0.938,-1.959
"Kat Deluna","dance pop",0.563,0.817,0.488,-6.276
"Kat Deluna",NULL,0.563,0.817,0.488,-6.276
"Katarzyna Mycka","classic konkani pop",0.149,0.519,0.0478,-20.083
"Katarzyna Mycka",NULL,0.149,0.519,0.0478,-20.083
"Katastro","noise pop",0.51,0.809,0.314,-6.631
"Katastro",NULL,0.51,0.809,0.314,-6.631
"Katastrofe","dutch rap pop",0.615,0.586,0.738,-6.485
"Katastrofe",NULL,0.615,0.586,0.738,-6.485
"Kate Ashton","musica popular uruguaya",0.194,0.6965,0.2895,-19.311500000000002
"Kate Ashton",NULL,0.194,0.6965,0.2895,-19.311500000000002
"Kate Moss","png pop",0.736,0.516,0.628,-3.7
"Kate Moss",NULL,0.736,0.516,0.628,-3.7
"Kate NV","classic hungarian pop",0.666,0.762,0.965,-5.3
"Kate NV",NULL,0.666,0.762,0.965,-5.3
"Kate Rusby","chill pop",0.535,0.598,0.35,-8.841
"Kate Rusby",NULL,0.535,0.598,0.35,-8.841
"Kate Ryan","pop urbaine",0.891,0.51,0.326,-7.517
"Kate Ryan",NULL,0.891,0.51,0.326,-7.517
"Kate Stewart","latin viral pop",0.504,0.733,0.492,-5.843
"Kate Stewart",NULL,0.504,0.733,0.492,-5.843
"Kathryn Stott","turkmen pop",0.057,0.262,0.275,-23.727
"Kathryn Stott","uk pop punk",0.0625,0.193,0.0383,-22.468
"Kathryn Stott",NULL,0.05975,0.2275,0.15665,-23.0975
"Katie Herzig","acoustic pop",0.787,0.604,0.39,-6.287
"Katie Herzig",NULL,0.787,0.604,0.39,-6.287
"Katri Ylander","finnish pop",0.691,0.644,0.714,-7.033
"Katri Ylander",NULL,0.691,0.644,0.714,-7.033
"Katy B","thai pop",0.934,0.679,0.508,-4.529
"Katy B",NULL,0.934,0.679,0.508,-4.529
"Kavita Krishnamurthy","spanish pop",0.687,0.7,0.815,-9.292
"Kavita Krishnamurthy",NULL,0.687,0.7,0.815,-9.292
"KAWALA","uk pop",0.782,0.575,0.749,-5.838
"KAWALA",NULL,0.782,0.575,0.749,-5.838
"KAYTRANADA","bedroom pop",0.757,0.794,0.615,-6.644
"KAYTRANADA",NULL,0.757,0.794,0.615,-6.644
"Kayumba","tanzanian pop",0.751,0.686,0.542,-4.966
"Kayumba",NULL,0.751,0.686,0.542,-4.966
"Kazuki Yamada","country pop",0.0653,0.295,0.114,-22.905
"Kazuki Yamada",NULL,0.0653,0.295,0.114,-22.905
"KC Ortiz","bedroom pop",0.654,0.893,0.426,-8.214
"KC Ortiz",NULL,0.654,0.893,0.426,-8.214
"KC Rebell","new wave pop",0.716,0.871,0.69,-7.647
"KC Rebell",NULL,0.716,0.871,0.69,-7.647
"Keak Da Sneak","pop lgbtq+ brasileira",0.702,0.841,0.6930000000000001,-7.269
"Keak Da Sneak",NULL,0.702,0.841,0.6930000000000001,-7.269
"Kedjevara","pop rock brasileiro",0.855,0.795,0.662,-3.065
"Kedjevara",NULL,0.855,0.795,0.662,-3.065
"Keen V","art pop",0.642,0.782,0.699,-5.62
"Keen V",NULL,0.642,0.782,0.699,-5.62
"Keiko Abe","classic konkani pop",0.0298,0.23,0.0424,-30.077
"Keiko Abe",NULL,0.0298,0.23,0.0424,-30.077
"Keith Ape","taiwan pop",0.564,0.949,0.912,-8.789
"Keith Ape",NULL,0.564,0.949,0.912,-8.789
"Keith mlevhu","hmong pop",0.814,0.455,0.811,-7.579
"Keith mlevhu",NULL,0.814,0.455,0.811,-7.579
"Keith Richards","palestinian pop",0.506,0.674,0.715,-7.887
"Keith Richards",NULL,0.506,0.674,0.715,-7.887
"Kele Le Roc","thai pop",0.679,0.646,0.749,-5.999
"Kele Le Roc",NULL,0.679,0.646,0.749,-5.999
"Kelenkye Band","jordanian pop",0.729,0.755,0.786,-8.891
"Kelenkye Band",NULL,0.729,0.755,0.786,-8.891
"Kelis","dance pop",0.774,0.881,0.759,-6.068
"Kelis","pop rap",0.459,0.934,0.697,-7.654
"Kelis",NULL,0.6165,0.9075,0.728,-6.861
"Kelli-Leigh","mexican pop",0.874,0.5775,0.3025,-5.170999999999999
"Kelli-Leigh",NULL,0.874,0.5775,0.3025,-5.170999999999999
"Kelly Fraser","pops orchestra",0.464,0.828,0.657,-6.22
"Kelly Fraser",NULL,0.464,0.828,0.657,-6.22
"Kelly Key","australian alternative pop",0.7155,0.9375,0.942,-6.1065000000000005
"Kelly Key",NULL,0.7155,0.9375,0.942,-6.1065000000000005
"Kelly Rowland","dance pop",0.679,0.735,0.264,-5.588
"Kelly Rowland","pop edm",0.692,0.772,0.668,-6.911
"Kelly Rowland",NULL,0.6855,0.7535000000000001,0.466,-6.249499999999999
"Kelmitt","sertanejo pop",0.62,0.624,0.428,-6.678
"Kelmitt",NULL,0.62,0.624,0.428,-6.678
"Kelvin Jones","uk pop",0.745,0.702,0.488,-6.509
"Kelvin Jones",NULL,0.745,0.702,0.488,-6.509
"Ken Ring","socal pop punk",0.875,0.766,0.81,-4.456
"Ken Ring",NULL,0.875,0.766,0.81,-4.456
"Kendl Winter","estonian pop",0.204,0.376,0.335,-10.011
"Kendl Winter",NULL,0.204,0.376,0.335,-10.011
"Kenneth Sillito","israeli pop",0.14,0.307,0.234,-17.842
"Kenneth Sillito",NULL,0.14,0.307,0.234,-17.842
"Kenny Barron","xitsonga pop",0.38049999999999995,0.5025,0.6105,-15.9215
"Kenny Barron",NULL,0.38049999999999995,0.5025,0.6105,-15.9215
"Kenny G","indonesian pop punk",0.292,0.453,0.125,-16.777
"Kenny G",NULL,0.292,0.453,0.125,-16.777
"kent","swedish pop",0.657,0.272,0.4,-7.458
"kent",NULL,0.657,0.272,0.4,-7.458
"Kent Jamz","stomp pop",0.583,0.909,0.73,-6.813
"Kent Jamz",NULL,0.583,0.909,0.73,-6.813
"Kent Nagano","himachali pop",0.062,0.273,0.144,-21.476
"Kent Nagano","slovak pop",0.0321,0.113,0.0307,-27.053
"Kent Nagano",NULL,0.047049999999999995,0.193,0.08735,-24.264499999999998
"Keren Ann","tamil pop",0.307,0.805,0.547,-14.281
"Keren Ann",NULL,0.307,0.805,0.547,-14.281
"Kerry Butler","social media pop",0.754,0.534,0.702,-5.937
"Kerry Butler",NULL,0.754,0.534,0.702,-5.937
"Kesha","pop",0.837,0.755,0.714,-2.718
"Kesha",NULL,0.837,0.755,0.714,-2.718
"Keshia Chanté","k-pop",0.585,0.758,0.683,-2.261
"Keshia Chanté",NULL,0.585,0.758,0.683,-2.261
"KESHORE","indonesian indie pop",0.513,0.59,0.635,-10.357
"KESHORE",NULL,0.513,0.59,0.635,-10.357
"KESI","pop rap brasileiro",0.727,0.882,0.407,-6.539
"KESI",NULL,0.727,0.882,0.407,-6.539
"Kevin Burke","chill pop",0.128,0.34,0.417,-16.423
"Kevin Burke",NULL,0.128,0.34,0.417,-16.423
"Kevin Crawford","chill pop",0.597,0.567,0.967,-7.883
"Kevin Crawford",NULL,0.597,0.567,0.967,-7.883
"Kevin Garrett","nyc pop",0.448,0.6149999999999999,0.39233333333333337,-10.267666666666667
"Kevin Garrett",NULL,0.448,0.6149999999999999,0.39233333333333337,-10.267666666666667
"Kevin Gates","dutch pop",0.764,0.7,0.628,-7.143
"Kevin Gates","pop soul",0.864,0.536,0.766,-4.118
"Kevin Gates",NULL,0.8140000000000001,0.618,0.6970000000000001,-5.6305
"Kevin Mallon","israeli pop",0.03986666666666667,0.33299999999999996,0.25233333333333335,-25.011
"Kevin Mallon",NULL,0.03986666666666667,0.33299999999999996,0.25233333333333335,-25.011
"Kevin Morby","latin arena pop",0.469,0.607,0.485,-10.248
"Kevin Morby",NULL,0.469,0.607,0.485,-10.248
"Kevin Oh","slovenian pop",0.3873333333333333,0.5770000000000001,0.16366666666666668,-8.495
"Kevin Oh",NULL,0.3873333333333333,0.5770000000000001,0.16366666666666668,-8.495
"Kevin Roldan","sertanejo pop",0.785,0.819,0.884,-5.261
"Kevin Roldan",NULL,0.785,0.819,0.884,-5.261
"Keya","socal pop punk",0.593,0.669,0.906,-6.305
"Keya",NULL,0.593,0.669,0.906,-6.305
"Khaled","pop electronico",0.915,0.623,0.838,-5.349
"Khaled",NULL,0.915,0.623,0.838,-5.349
"Khalid","pop",0.686,0.632,0.329,-7.665
"Khalid",NULL,0.686,0.632,0.329,-7.665
"Khamsin","c-pop",0.683,0.738,0.45,-5.626
"Khamsin",NULL,0.683,0.738,0.45,-5.626
"Khary","stomp pop",0.446,0.538,0.216,-10.241
"Khary",NULL,0.446,0.538,0.216,-10.241
"Khia","hip pop",0.625,0.859,0.71,-4.234
"Khia",NULL,0.625,0.859,0.71,-4.234
"Khuli Chana","moroccan pop",0.728,0.724,0.465,-5.946
"Khuli Chana",NULL,0.728,0.724,0.465,-5.946
"Khundi Panda","taiwan pop",0.8215,0.6325,0.85,-3.3175
"Khundi Panda",NULL,0.8215,0.6325,0.85,-3.3175
"Kianush","new wave pop",0.558,0.6645,0.512,-7.141500000000001
"Kianush",NULL,0.558,0.6645,0.512,-7.141500000000001
"Kid Bailey","sudanese pop",0.23,0.655,0.515,-8.451
"Kid Bailey",NULL,0.23,0.655,0.515,-8.451
"Kid Capri","classic danish pop",0.602,0.857,0.685,-8.88
"Kid Capri",NULL,0.602,0.857,0.685,-8.88
"Kid Francescoli","turkish pop",0.657,0.662,0.0584,-10.002
"Kid Francescoli",NULL,0.657,0.662,0.0584,-10.002
"Kid Ink","nyc pop",0.71,0.741,0.632,-2.347
"Kid Ink","pop dance",0.889,0.623,0.466,-2.169
"Kid Ink","pop edm",0.542,0.789,0.539,-6.246
"Kid Ink",NULL,0.7136666666666667,0.7176666666666667,0.5456666666666666,-3.5873333333333335
"Kid Milli","taiwan pop",0.762,0.77725,0.45325000000000004,-3.5875
"Kid Milli",NULL,0.762,0.77725,0.45325000000000004,-3.5875
"Kid N Play","bow pop",0.727,0.761,0.739,-12.655
"Kid N Play",NULL,0.727,0.761,0.739,-12.655
"Kidd Keo","finnish dance pop",0.825,0.936,0.843,-4.928
"Kidd Keo",NULL,0.825,0.936,0.843,-4.928
"Kideko","mexican pop",0.87,0.594,0.553,-5.935
"Kideko",NULL,0.87,0.594,0.553,-5.935
"KIHYUN (MONSTA X)","portuguese pop",0.601,0.717,0.369,-2.741
"KIHYUN (MONSTA X)",NULL,0.601,0.717,0.369,-2.741
"Kikki Danielsson","afghan pop",0.903,0.529,0.487,-2.045
"Kikki Danielsson",NULL,0.903,0.529,0.487,-2.045
"Kiko Bun","j-poprock",0.823,0.637,0.806,-4.484
"Kiko Bun",NULL,0.823,0.637,0.806,-4.484
"Kiko Rivera","power pop",0.863,0.896,0.661,-3.081
"Kiko Rivera",NULL,0.863,0.896,0.661,-3.081
"KillaGramz","taiwan pop",0.79,0.834,0.684,-4.482
"KillaGramz",NULL,0.79,0.834,0.684,-4.482
"Killerwatts","icelandic pop",0.979,0.609,0.233,-6.824
"Killerwatts",NULL,0.979,0.609,0.233,-6.824
"Killumantii","dutch pop",0.62,0.939,0.605,-9.105
"Killumantii",NULL,0.62,0.939,0.605,-9.105
"Kim Kyunghee","portuguese pop",0.101,0.288,0.0826,-14.384
"Kim Kyunghee",NULL,0.101,0.288,0.0826,-14.384
"Kim Min Ji","portuguese pop",0.59,0.58,0.59,-4.353
"Kim Min Ji",NULL,0.59,0.58,0.59,-4.353
"Kim MinSeok","slovenian pop",0.466,0.704,0.48,-7.845
"Kim MinSeok",NULL,0.466,0.704,0.48,-7.845
"Kim Seungmin","taiwan pop",0.847,0.615,0.289,-2.924
"Kim Seungmin",NULL,0.847,0.615,0.289,-2.924
"Kindred The Family Soul","viral pop",0.531,0.517,0.519,-8.348
"Kindred The Family Soul",NULL,0.531,0.517,0.519,-8.348
"Kinetic","channel pop",0.944,0.486,0.277,-2.612
"Kinetic",NULL,0.944,0.486,0.277,-2.612
"King Bubba Fm","italian indie pop",0.8346666666666667,0.9306666666666666,0.828,-4.974666666666667
"King Bubba Fm",NULL,0.8346666666666667,0.9306666666666666,0.828,-4.974666666666667
"King Geedorah","pop rap",0.965,0.423,0.719,-2.011
"King Geedorah",NULL,0.965,0.423,0.719,-2.011
"King Gizzard & The Lizard Wizard","classic italian pop",0.491,0.529,0.54,-6.249
"King Gizzard & The Lizard Wizard",NULL,0.491,0.529,0.54,-6.249
"King Gnu","j-pop",0.891,0.599,0.694,-3.242
"King Gnu",NULL,0.891,0.599,0.694,-3.242
"King Kester Emeneya","latvian pop",0.8214999999999999,0.57675,0.9157500000000001,-4.4065
"King Kester Emeneya",NULL,0.8214999999999999,0.57675,0.9157500000000001,-4.4065
"King Khalil","new wave pop",0.756,0.811,0.62,-5.512
"King Khalil",NULL,0.756,0.811,0.62,-5.512
"King Prawn","christian pop",0.79,0.726,0.966,-4.401
"King Prawn",NULL,0.79,0.726,0.966,-4.401
"King Promise","pop rock brasileiro",0.501,0.84,0.558,-7.863
"King Promise",NULL,0.501,0.84,0.558,-7.863
"King Solomon Hill","sudanese pop",0.137,0.49,0.358,-19.335
"King Solomon Hill",NULL,0.137,0.49,0.358,-19.335
"King Tuff","classic italian pop",0.756,0.617,0.529,-5.125
"King Tuff",NULL,0.756,0.617,0.529,-5.125
"King Von","classic danish pop",0.665,0.723,0.315,-6.896
"King Von","dominican pop",0.63,0.812,0.637,-7.036
"King Von",NULL,0.6475,0.7675000000000001,0.476,-6.965999999999999
"Kinobe","pop flamenco",0.661,0.513,0.347,-10.635
"Kinobe",NULL,0.661,0.513,0.347,-10.635
"Kirill Karabits","syrian pop",0.15233333333333332,0.14953333333333332,0.047933333333333335,-19.824
"Kirill Karabits",NULL,0.15233333333333332,0.14953333333333332,0.047933333333333335,-19.824
"Kirill Kondrashin","himachali pop",0.306,0.145,0.299,-16.055
"Kirill Kondrashin",NULL,0.306,0.145,0.299,-16.055
"Kirk Fletcher","malayalam pop",0.586,0.486,0.321,-7.493
"Kirk Fletcher",NULL,0.586,0.486,0.321,-7.493
"Kirk Trevor","guatemalan pop",0.0379,0.0917,0.0341,-26.205
"Kirk Trevor",NULL,0.0379,0.0917,0.0341,-26.205
"Kishore Kumar","spanish pop",0.551,0.434,0.582,-8.396
"Kishore Kumar",NULL,0.551,0.434,0.582,-8.396
"Kito","pop",0.594,0.724,0.413,-7.126
"Kito",NULL,0.594,0.724,0.413,-7.126
"KitschKrieg","new wave pop",0.607,0.88,0.823,-7.067
"KitschKrieg",NULL,0.607,0.88,0.823,-7.067
"Kivitz","indie dream pop",0.787,0.629,0.8015,-6.7669999999999995
"Kivitz",NULL,0.787,0.629,0.8015,-6.7669999999999995
"Kjartan Lauritzen","dutch rap pop",0.779,0.726,0.758,-7.057
"Kjartan Lauritzen",NULL,0.779,0.726,0.758,-7.057
"Kjell Öhman","afghan pop",0.369,0.463,0.492,-12.1805
"Kjell Öhman",NULL,0.369,0.463,0.492,-12.1805
"Klara Lewis","classic hungarian pop",0.457,0.114,0.0568,-17.242
"Klara Lewis",NULL,0.457,0.114,0.0568,-17.242
"Klaus Badelt","bangla pop",0.546,0.29,0.206,-11.56
"Klaus Badelt",NULL,0.546,0.29,0.206,-11.56
"Klazz Brothers","xitsonga pop",0.4558,0.5163333333333333,0.4579,-13.504333333333335
"Klazz Brothers",NULL,0.4558,0.5163333333333333,0.4579,-13.504333333333335
"Kleo Dibah","pop punk",0.807,0.774,0.648,-2.751
"Kleo Dibah",NULL,0.807,0.774,0.648,-2.751
"Klockrent!","swedish pop",0.516,0.603,0.471,-6.41
"Klockrent!",NULL,0.516,0.603,0.471,-6.41
"Klone","austrian pop",0.669,0.5505,0.20400000000000001,-5.111000000000001
"Klone",NULL,0.669,0.5505,0.20400000000000001,-5.111000000000001
"Kloudink","moroccan pop",0.692,0.342,0.427,-2.558
"Kloudink",NULL,0.692,0.342,0.427,-2.558
"Kloudmen","russian pop punk",0.775,0.579,0.0356,-6.648
"Kloudmen",NULL,0.775,0.579,0.0356,-6.648
"Knapsack","c-pop",0.85,0.71,0.368,-4.403
"Knapsack",NULL,0.85,0.71,0.368,-4.403
"Ko-C","pop rock brasileiro",0.879,0.819,0.914,-3.929
"Ko-C",NULL,0.879,0.819,0.914,-3.929
"Kodak Black","dominican pop",0.5242,0.7202,0.4974,-9.896
"Kodak Black","dutch pop",0.423,0.765,0.226,-9.608
"Kodak Black",NULL,0.5073333333333333,0.7276666666666666,0.45216666666666666,-9.848
"Kodigo","japanese teen pop",0.756,0.639,0.389,-3.73
"Kodigo",NULL,0.756,0.639,0.389,-3.73
"Koffi Olomide","latvian pop",0.8565,0.7064999999999999,0.877,-3.5525
"Koffi Olomide","pop rock brasileiro",0.616,0.682,0.662,-6.6
"Koffi Olomide",NULL,0.7763333333333334,0.6983333333333333,0.8053333333333333,-4.568333333333333
"Kohen","baroque pop",0.903,0.672,0.179,-4.031
"Kohen",NULL,0.903,0.672,0.179,-4.031
"KOHH","taiwan pop",0.903,0.615,0.315,-5.307
"KOHH",NULL,0.903,0.615,0.315,-5.307
"Kokomo Arnold","sudanese pop",0.107,0.618,0.404,-21.152
"Kokomo Arnold",NULL,0.107,0.618,0.404,-21.152
"Kokoshca","swedish idol pop",0.697,0.544,0.751,-6.802
"Kokoshca",NULL,0.697,0.544,0.751,-6.802
"Koldbrann","pop nacional antigas",0.988,0.083,0.0907,-4.39
"Koldbrann",NULL,0.988,0.083,0.0907,-4.39
"Kongehuset","pop rap brasileiro",0.793,0.763,0.701,-8.32
"Kongehuset",NULL,0.793,0.763,0.701,-8.32
"Kontra K","azeri pop",0.8023333333333333,0.6566666666666666,0.5866666666666667,-6.479333333333333
"Kontra K","chinese viral pop",0.716,0.605,0.804,-6.277
"Kontra K",NULL,0.78075,0.64375,0.641,-6.42875
"Kool Keith","classic danish pop",0.779,0.633,0.72,-6.968
"Kool Keith",NULL,0.779,0.633,0.72,-6.968
"Kora","channel pop",0.556,0.7655000000000001,0.504,-8.129999999999999
"Kora",NULL,0.556,0.7655000000000001,0.504,-8.129999999999999
"Kormac","pop flamenco",0.753,0.888,0.544,-6.968
"Kormac",NULL,0.753,0.888,0.544,-6.968
"Kosling","persian pop",0.871,0.498,0.511,-2.936
"Kosling",NULL,0.871,0.498,0.511,-2.936
"Kota the Friend","stomp pop",0.481,0.785,0.5175,-10.878
"Kota the Friend",NULL,0.481,0.785,0.5175,-10.878
"KPD","montenegrin pop",0.835,0.783,0.647,-7.697
"KPD",NULL,0.835,0.783,0.647,-7.697
"Krawk","barbadian pop",0.567,0.793,0.562,-5.431
"Krawk",NULL,0.567,0.793,0.562,-5.431
"Kris Wu","indonesian idol pop",0.595,0.769,0.326,-5.926
"Kris Wu",NULL,0.595,0.769,0.326,-5.926
"Kriss Norman","persian pop",0.864,0.527,0.0859,-5.764
"Kriss Norman",NULL,0.864,0.527,0.0859,-5.764
"Kriss Russman","bangla pop",0.0578,0.0942,0.0365,-20.652
"Kriss Russman",NULL,0.0578,0.0942,0.0365,-20.652
"Kristen Bell","spanish indie pop",0.636,0.737,0.537,-6.308
"Kristen Bell",NULL,0.636,0.737,0.537,-6.308
"Kristian Kristensen","dutch rap pop",0.58,0.574,0.175,-7.338
"Kristian Kristensen",NULL,0.58,0.574,0.175,-7.338
"Kristina Maria","k-pop",0.89,0.621,0.581,-1.985
"Kristina Maria",NULL,0.89,0.621,0.581,-1.985
"Kronos Quartet","uk pop punk",0.619,0.366,0.0966,-9.194
"Kronos Quartet","underground power pop",0.199,0.182,0.0878,-14.96
"Kronos Quartet",NULL,0.40900000000000003,0.274,0.0922,-12.077000000000002
"KRS-One","pop rap",0.95,0.794,0.324,-8.78
"KRS-One",NULL,0.95,0.794,0.324,-8.78
"KRU172","czech pop",0.749,0.507,0.807,-5.989
"KRU172",NULL,0.749,0.507,0.807,-5.989
"KUČKA","spanish noise pop",0.726,0.318,0.311,-9.05
"KUČKA",NULL,0.726,0.318,0.311,-9.05
"Kudu Blue","mexican pop",0.87,0.594,0.553,-5.935
"Kudu Blue",NULL,0.87,0.594,0.553,-5.935
"Kumar Sanu","spanish pop",0.6296666666666667,0.5419999999999999,0.7646666666666667,-9.475333333333333
"Kumar Sanu",NULL,0.6296666666666667,0.5419999999999999,0.7646666666666667,-9.475333333333333
"Kumbia Queers","sophisti-pop",0.704,0.563,0.87,-4.701
"Kumbia Queers",NULL,0.704,0.563,0.87,-4.701
"Kumi Koda","j-pop",0.94,0.403,0.417,-2.791
"Kumi Koda",NULL,0.94,0.403,0.417,-2.791
"Kurd Maverick","german pop",0.924,0.77,0.607,-5.144
"Kurd Maverick",NULL,0.924,0.77,0.607,-5.144
"Kurdo","new wave pop",0.726,0.935,0.813,-5.886
"Kurdo",NULL,0.726,0.935,0.813,-5.886
"Kurpfälzisches Kammerorchester","classic konkani pop",0.083,0.257,0.0588,-18.913
"Kurpfälzisches Kammerorchester","israeli pop",0.05,0.306,0.225,-32.084
"Kurpfälzisches Kammerorchester",NULL,0.0665,0.2815,0.1419,-25.4985
